pro1,pro2,pro3,pro4,pro5,pro6,pro7,pro8,pro9,pro10
0.7404846260474266,0.718534148167798,0.6590503247610586,0.312979519398289,0.3756842128804966,0.6392608695959829,0.2355790467371468,0.4531917301364824,0.4381044995228175,0.34140836726524293
0.8172334289859267,0.4752154468732129,0.6599079429726807,0.7032768411196679,0.2722429737485405,0.6198261881461331,0.2071443807640137,0.6313955928767567,0.5743793916658247,0.37212789475313385
0.8289839282886297,0.816614910497285,0.5316932492192045,0.5360727258958488,0.4841892100653502,0.6437063118593768,0.1894915506133624,0.5109476077107422,0.6453487437520978,0.5080940840242202
0.5946732470141097,0.8015232299296999,0.4209808203411268,0.3930957074250057,0.537355524465812,0.481333922465972,0.2120495672864709,0.708241627385469,0.687937158661574,0.7173563251099199
0.3313859293019531,0.6418532002275461,0.1252470449591936,0.5963092630741199,0.810827754333574,0.3068234727231727,0.2546993829508434,0.4925742424005398,0.6184673059791436,0.48657886453094706
0.3096838308993463,0.8371790609378166,0.1739749785188746,0.5823427165396128,0.8330033013030349,0.2959680562796138,0.1495065466382682,0.5050777902206213,0.8324013884971523,0.4402382376867279
0.4420653753083505,0.6979981782857362,0.3196157048452574,0.7606529375971542,0.8117875496468542,0.4551564094598285,0.6719367913563498,0.3909396505843223,0.8060197496379687,0.37797676957676857
0.3811034919608248,0.8023306839705721,0.6753167948760962,0.5119024570421985,0.5852297620676954,0.4193657327090955,0.8153190916084246,0.2359507360306224,0.6927657414400035,0.41281873566273475
0.7104387712512071,0.6763051166923145,0.6408539477989477,0.5307015783845085,0.738230282743003,0.4748295236708578,0.689293194695825,0.5565270885927989,0.669900140433716,0.3988195006517222
0.5225430475083781,0.6316677484627791,0.2725555085142501,0.6651891567643234,0.785107342321124,0.765127761139583,0.2819654551443949,0.6819513913979103,0.6011814622528918,0.5393955566222602
0.6391370070329081,0.760674354807766,0.4514847442037638,0.6429459556306004,0.6950095412210764,0.6222865679658117,0.1843734358480463,0.4938261798627336,0.6428915900064357,0.7612259545357382
0.6221163879457102,0.7332255466681362,0.6128679761025598,0.6350351152348198,0.5416535431668945,0.2907021339232584,0.1942014796175586,0.4270267156606763,0.5762835028914004,0.6918683936466598
0.3018986523662512,0.699737868644832,0.3503370889956562,0.6922277281745594,0.5004235326799125,0.3119947937433033,0.2871348972126675,0.1506574190418754,0.7012638306807976,0.674753806381424
0.2222145623248732,0.6655254196857222,0.2808043474930862,0.2528101428965149,0.4390019975150787,0.2738444483902144,0.576607724971522,0.0938301770256676,0.6655254196857222,0.44260659375245437
0.4805098761697594,0.367659416001598,0.4189753758782872,0.2187062671815692,0.4516164555037568,0.2614587728630843,0.5709492884362275,0.0831404608420014,0.3320231205923433,0.20734442920252638
0.2452880532791384,0.4507817846113856,0.5702590757720809,0.1472275324202638,0.5030008703304565,0.3037423835882878,0.457112700166051,0.0882086237367835,0.2769372715594937,0.14479271273150268
0.2816134123575405,0.3791632991587035,0.5232213450678592,0.243868774394032,0.172266023424015,0.2625150706376035,0.3659501957746476,0.0759318675405101,0.3718992353680738,0.12703096025333255
0.306470083010817,0.3801659476110858,0.2861332507202349,0.3157774882797785,0.0950698646781274,0.2937725036610278,0.1609505340672308,0.085326939699182,0.3754420514073605,0.1276871497722665
0.3867483959299278,0.4388094385048121,0.2126348577821893,0.3689501359407847,0.1203024272198791,0.2328667605290646,0.1510800559452656,0.0789384033489552,0.4388094385048121,0.20738994815892417
0.3421847116580095,0.252988555292662,0.2363904025030642,0.2850631742251391,0.1879374172177189,0.2934721931581782,0.0617328965517189,0.0654669412619967,0.3601003293379703,0.2961945449805179
0.1722635531871902,0.3116946315640153,0.1901820081311176,0.297775179262766,0.1856923959578657,0.2051520739179606,0.0654034034467273,0.0748756831867811,0.3157043053687833,0.28757101914813604
0.2011793147263205,0.2478859282804788,0.2233033942489956,0.2121080205557848,0.1907718229579406,0.09046709852193,0.0471735363097538,0.0488778475944629,0.2102679225676374,0.20520718856123749
0.185465965846538,0.1985952319275457,0.2211804378721321,0.0743845557359738,0.1810045800967368,0.1508312231379319,0.1363712408232286,0.0414664406063732,0.1949823771111773,0.17111678674446087
0.1353994322649413,0.1076236745624965,0.0697871579211288,0.0886549808322655,0.0648204692235479,0.134177545624923,0.0932863692706739,0.0529568530208314,0.097543188674265,0.1369850183354119
0.1123907634127937,0.0538388710981475,0.0299038731859077,0.0641576272026357,0.0312113167213871,0.1039317522495295,0.0715772461688396,0.0487934917581828,0.0336875153965922,0.11604632771689143
0.0757838783027389,0.0523712055634861,0.0135264407032634,0.0287421689419095,0.0621616948361692,0.0545584476641837,0.0664606307815806,0.0384971172903711,0.0194459754060923,0.05845010334701134
0.0620198234790434,0.0289571188756833,0.0073497860837615,0.0164555909576547,0.0236337727622311,0.0364577676344793,0.0245431511578362,0.0494689896241682,0.0296805864734058,0.027212506943161414
0.0425007364051032,0.0322615962352901,0.0052214565527056,0.0218018828691069,0.0084304633751849,0.036052145031231,0.0186997178018037,0.0344177602667635,0.0275466376455835,0.03090392896851967
0.0140407680550578,0.0133508174760117,0.0032130446432112,0.0131922232680266,0.0082329880443001,0.0046509304759456,0.0084736032721795,0.0139732914580105,0.0087246971705947,0.017441657871725306
0.0006272763525792,0.0012250308737817,0.000224394908285,0.0009238791920474,0.0014499362263137,0.0002909604116909,0.001217388333775,0.001567501856576,0.0013236316206412,0.0013955555471486423
8.731779801418879e-25,1.3032507166296833e-24,1.3032507166296833e-25,6.907228798137322e-25,1.1859581521330118e-24,2.7368265049223344e-25,1.1468606306341211e-24,1.3032507166296833e-24,1.3032507166296833e-24,1.2771857022970895e-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
