pro1,pro2,pro3,pro4,pro5,pro6,pro7,pro8,pro9,pro10
0.0199999999999999,0.0211428571428571,0.022,0.0067142857142857,0.0209999999999999,0.001,0.001,0.0209999999999999,0.0038571428571428,0.0010000000000000005
0.0437142857142857,0.0199999999999999,0.022,0.0209999999999999,0.0209999999999999,0.051,0.001,0.0209999999999999,0.0209999999999999,0.0010000000000000005
0.0199999999999999,0.0199999999999999,0.022,0.0209999999999999,0.0209999999999999,0.1009999999999999,0.001,0.0209999999999999,0.0209999999999999,0.05814285714285714
0.0199999999999999,0.0199999999999999,0.022,0.0209999999999999,0.0209999999999999,0.1009999999999999,0.064,0.0209999999999999,0.0209999999999999,0.10099999999999999
0.0199999999999999,0.0199999999999999,0.1594285714285714,0.0209999999999999,0.0209999999999999,0.1009999999999999,0.0909999999999999,0.0209999999999999,0.0209999999999999,0.10099999999999999
0.0142857142857142,0.0199999999999999,0.0642857142857143,0.0209999999999999,0.0209999999999999,0.1009999999999999,0.0138571428571428,0.0209999999999999,0.0209999999999999,0.10099999999999999
0.0,0.0199999999999999,0.022,0.0209999999999999,0.0209999999999999,0.1884285714285714,0.0209999999999999,0.0209999999999999,0.0209999999999999,0.10099999999999999
0.0057142857142857,0.1092857142857142,0.022,0.0209999999999999,0.0209999999999999,0.1287142857142857,0.0209999999999999,0.0209999999999999,0.1500714285714285,0.10099999999999999
0.0199999999999999,0.0825,0.022,0.0209999999999999,0.0209999999999999,0.001,0.0209999999999999,0.0209999999999999,0.0607142857142857,0.10099999999999999
0.0199999999999999,0.0199999999999999,0.022,0.0209999999999999,0.0209999999999999,0.051,0.0209999999999999,0.0209999999999999,0.0386428571428571,0.10099999999999999
0.0199999999999999,0.0199999999999999,0.0854285714285714,0.0209999999999999,0.0209999999999999,0.1204285714285714,0.0209999999999999,0.0209999999999999,0.0209999999999999,0.10099999999999999
0.0199999999999999,0.0199999999999999,0.1382857142857142,0.0209999999999999,0.0209999999999999,0.237,0.075,0.0209999999999999,0.0209999999999999,0.10099999999999999
0.0199999999999999,0.0735714285714285,0.022,0.0209999999999999,0.0209999999999999,0.1009999999999999,0.1199999999999999,0.0209999999999999,0.0209999999999999,0.10099999999999999
0.0283571428571428,0.1182142857142857,0.022,0.0209999999999999,0.0209999999999999,0.1009999999999999,0.0209999999999999,0.0209999999999999,0.0209999999999999,0.10099999999999999
0.137,0.0199999999999999,0.0748571428571428,0.0209999999999999,0.0209999999999999,0.1009999999999999,0.0209999999999999,0.0209999999999999,0.0209999999999999,0.10099999999999999
0.0283571428571428,0.0199999999999999,0.1488571428571428,0.0209999999999999,0.0209999999999999,0.1301428571428571,0.0209999999999999,0.0209999999999999,0.0209999999999999,0.10099999999999999
0.0199999999999999,0.0199999999999999,0.022,0.0209999999999999,0.0209999999999999,0.237,0.0209999999999999,0.0209999999999999,0.0209999999999999,0.10099999999999999
0.0199999999999999,0.0199999999999999,0.022,0.001,0.0278571428571428,0.1009999999999999,0.0209999999999999,0.0209999999999999,0.0209999999999999,0.10099999999999999
0.0199999999999999,0.0199999999999999,0.022,0.001,0.0209999999999999,0.1009999999999999,0.0209999999999999,0.0209999999999999,0.0209999999999999,0.10099999999999999
0.0199999999999999,0.0199999999999999,0.1382857142857142,0.0209999999999999,0.0411428571428571,0.1009999999999999,0.147,0.0209999999999999,0.0209999999999999,0.10099999999999999
0.0455714285714285,0.0289285714285714,0.0854285714285714,0.0209999999999999,0.0437142857142857,0.1009999999999999,0.048,0.0209999999999999,0.0905,0.10099999999999999
0.049,0.145,0.022,0.0209999999999999,0.0518571428571428,0.1009999999999999,0.0209999999999999,0.0209999999999999,0.1202857142857142,0.10099999999999999
0.0500714285714285,0.0289285714285714,0.022,0.0209999999999999,0.12,0.1009999999999999,0.0209999999999999,0.0209999999999999,0.0209999999999999,0.10099999999999999
0.1255,0.0199999999999999,0.022,0.001,0.0424285714285714,0.1009999999999999,0.0209999999999999,0.0209999999999999,0.0209999999999999,0.10099999999999999
0.1361428571428571,0.0199999999999999,0.1594285714285714,0.001,0.0209999999999999,0.1009999999999999,0.0124285714285714,0.0265714285714285,0.0209999999999999,0.10099999999999999
0.0808571428571428,0.0214285714285714,0.0671428571428571,0.0209999999999999,0.0209999999999999,0.1155714285714285,0.001,0.0598571428571428,0.0209999999999999,0.10099999999999999
0.043,0.0242857142857142,0.032,0.0209999999999999,0.0409999999999999,0.171,0.001,0.0634285714285714,0.1599999999999999,0.10099999999999999
0.1072142857142857,0.1046428571428571,0.0291428571428571,0.0209999999999999,0.0409999999999999,0.239,0.001,0.1132857142857142,0.0294285714285714,0.10099999999999999
0.1332857142857143,0.1057142857142857,0.0277142857142857,0.0209999999999999,0.0409999999999999,0.0642142857142857,0.001,0.1251428571428571,0.001,0.10571428571428572
0.0367142857142857,0.0342857142857142,0.0407142857142857,0.0209999999999999,0.0224285714285714,0.053,0.037,0.1168571428571429,0.001,0.10099999999999999
0.0245714285714285,0.0399999999999999,0.1722857142857143,0.0209999999999999,0.0267142857142857,0.0515714285714285,0.118,0.0971428571428571,0.001,0.10099999999999999
0.1286428571428571,0.0345714285714285,0.1208571428571428,0.0209999999999999,0.0209999999999999,0.0461428571428571,0.0025,0.0888571428571428,0.001,0.07957142857142854
0.0534285714285714,0.1486428571428571,0.0571428571428571,0.0209999999999999,0.0352857142857142,0.1632857142857143,0.0095714285714285,0.0678571428571428,0.001,0.09871428571428573
0.0199999999999999,0.0557142857142857,0.0487142857142857,0.0209999999999999,0.0352857142857142,0.0758571428571428,0.8531428571428571,0.066,0.001,0.151
0.0199999999999999,0.0199999999999999,0.1594285714285714,0.0209999999999999,0.0395714285714285,0.0295714285714285,2.206,0.0209999999999999,0.0044285714285714,0.151
0.0785,0.0057142857142857,0.0642857142857143,0.0209999999999999,0.0409999999999999,0.0095714285714285,0.124,0.0181428571428571,0.1559999999999999,0.08999999999999996
0.1035714285714285,0.0,0.022,0.0209999999999999,0.0395714285714285,0.0024285714285714,0.124,0.0209999999999999,0.0353571428571428,0.02900000000000001
0.0199999999999999,0.0639285714285714,0.022,0.0209999999999999,0.0367142857142857,0.0398571428571428,0.1758571428571428,0.0052857142857142,0.001,0.02900000000000001
0.0199999999999999,0.0907142857142857,0.022,0.0209999999999999,0.0338571428571428,0.1272857142857142,0.193,0.001,0.001,0.007000000000000001
0.0199999999999999,0.0,0.022,0.001,0.0352857142857142,0.0024285714285714,0.1192857142857143,0.0024285714285714,0.001,0.022428571428571433
0.0868571428571428,0.0,0.022,0.001,0.0324285714285714,0.001,0.1192857142857143,0.001,0.001,0.10099999999999999
0.0952142857142857,0.0157142857142857,0.022,0.001,0.0252857142857142,0.0107142857142857,0.2635,0.001,0.0109285714285714,0.10099999999999999
0.0359999999999999,0.0199999999999999,0.0959999999999999,0.001,0.0352857142857142,0.137,0.2582857142857144,0.001,0.14,0.10099999999999999
0.0359999999999999,0.0378571428571428,0.1091428571428571,0.0209999999999999,0.0804285714285714,0.0607142857142857,0.051,0.001,0.0109285714285714,0.07957142857142854
0.115,0.145,0.002,0.0209999999999999,0.157,0.1009999999999999,0.0424285714285714,0.001,0.001,0.0010000000000000005
0.0785,0.0214285714285714,0.002,0.0224285714285714,0.1541428571428571,0.1009999999999999,0.0884285714285714,0.0095714285714285,0.001,0.0010000000000000005
0.0199999999999999,0.0199999999999999,0.0971428571428571,0.031,0.1295714285714286,0.1009999999999999,0.0729999999999999,0.0209999999999999,0.0903571428571428,0.0010000000000000005
0.0199999999999999,0.0199999999999999,0.1065714285714285,0.031,0.1317142857142857,0.1009999999999999,0.001,0.0124285714285714,0.0804285714285713,0.0010000000000000005
0.0199999999999999,0.0199999999999999,0.022,0.031,0.033,0.1009999999999999,0.001,0.001,0.001,0.0010000000000000005
0.0199999999999999,0.0057142857142857,0.002,0.0318571428571428,0.0209999999999999,0.1578571428571428,0.0487142857142857,0.001,0.001,0.0010000000000000005
0.0199999999999999,0.0,0.002,0.031,0.0224285714285714,0.0592857142857142,0.1199999999999999,0.001,0.001,0.0010000000000000005
0.1145714285714285,0.0357142857142857,0.0431428571428571,0.031,0.0267142857142857,0.0038571428571428,0.0188571428571428,0.001,0.001,0.0010000000000000005
0.0417857142857142,0.1160714285714285,0.1884285714285714,0.031,0.0209999999999999,0.0107142857142857,0.0308571428571428,0.0024285714285714,0.001,0.0010000000000000005
0.0,0.0,0.022,0.0301428571428571,0.0441428571428571,0.1384285714285714,0.0272857142857142,0.0024285714285714,0.001,0.0010000000000000005
0.0,0.0,0.022,0.0209999999999999,0.013,0.0292142857142857,0.0209999999999999,0.001,0.001,0.0010000000000000005
0.0,0.0,0.022,0.0209999999999999,0.0081428571428571,0.1187857142857142,0.1242857142857143,0.0038571428571428,0.1201428571428571,0.0010000000000000005
0.0,0.0,0.022,0.0209999999999999,0.0224285714285714,0.1104285714285714,0.0878571428571428,0.001,0.0506428571428571,0.0010000000000000005
0.0167142857142857,0.0625,0.022,0.0209999999999999,0.0267142857142857,0.1109999999999999,0.001,0.001,0.0124285714285714,0.0010000000000000005
0.117,0.0892857142857142,0.022,0.0209999999999999,0.0278571428571428,0.1104285714285714,0.0095714285714285,0.0024285714285714,0.0209999999999999,0.0010000000000000005
0.0,0.0,0.1072857142857142,0.0209999999999999,0.0455714285714285,0.1698571428571428,0.12,0.001,0.0209999999999999,0.0010000000000000005
0.0,0.0,0.1625714285714285,0.0209999999999999,0.144,0.0428571428571428,0.0664285714285714,0.001,0.1004285714285714,0.0010000000000000005
0.0250714285714285,0.0,0.022,0.0209999999999999,0.141,0.0411428571428571,0.001,0.001,0.0989285714285714,0.0010000000000000005
0.117,0.0178571428571428,0.0317142857142857,0.0209999999999999,0.1438571428571428,0.017,0.001,0.0123571428571428,0.001,0.0010000000000000005
0.0,0.125,0.056,0.0209999999999999,0.0967142857142856,0.0819285714285714,0.001,0.0164285714285714,0.001,0.0010000000000000005
0.0,0.0,0.1381428571428571,0.0209999999999999,0.0338571428571428,0.1461428571428571,0.109,0.011,0.0506428571428571,0.012
0.0022857142857142,0.0,0.1171428571428571,0.0209999999999999,0.0252857142857142,0.2704285714285715,0.046,0.0181428571428571,0.1201428571428571,0.012
0.1082857142857142,0.0357142857142857,0.0234285714285714,0.0209999999999999,0.0224285714285714,0.2244285714285714,0.001,0.0281428571428571,0.001,0.012
0.0475,0.1160714285714285,0.022,0.0209999999999999,0.0209999999999999,0.2278571428571428,0.001,0.0335714285714285,0.001,0.012
0.0199999999999999,0.0,0.0736428571428571,0.0209999999999999,0.1647142857142857,0.2441428571428572,0.001,0.0247142857142857,0.001,0.011214285714285715
